job title,company name,location,skills,detail link
Electrical Engineering Pod Lead - 72132,Turing,"Egypt                                    , Cairo",Contract,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020903293.html
Senior Odoo Developer,Tawzef for Recruitment & HR Consultancy,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020903329.html
AI & Automation Engineer,valeo,Egypt,Engineering,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020903176.html
Technical Lead-Site Reliability Engineer - VOIS,Vodafone - Egypt,"Egypt                                    , Cairo",Information Technology,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020903177.html
Devops Engineer,Vodafone - Egypt,"Egypt                                    , Cairo",Information Technology,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020903180.html
Odoo Implementer,CSG Computer Services Group software Company,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020902167.html
Contact Center Technical Engineer,2P Perfect Presentation,"Egypt                                    , Al Jizah",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020902112.html
Application Support Engineer,etisal for advanced industries,"Egypt                                    , Giza",Entry Level,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020902791.html
DevOps Lead,geidea,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020902215.html
Senior Network Operations Engineer,e& Egypt,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020902226.html
Software Development Engineer 2 (Back-End),Noon,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020902224.html
Senior- Site Reliability Engineer,Beyond-ED,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020902051.html
Data Engineer,QNBeyond Plus,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020902110.html
Senior Software Engineer,Ericsson,"Egypt                                    , Cairo",Information Technology,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020901844.html
"BIM & Autodesk Automation Developer - Riyadh,KSA",DeepSource Technologies,Egypt,Engineering,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020901882.html
Senior Software Engineer,SSH,Egypt,Information Technology,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020902295.html
Senior Cybersecurity Engineer,Advansys,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020900692.html
Senior Cybersecurity Engineer,Advansys,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020901018.html
Senior IBM AIX Backup Engineer (Resident),Intercom Enterprises,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020900947.html
"Senior Ai Engineer - Riyadh,KSA",DeepSource Technologies,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020900698.html
Senior Software Engineer,Talent 360 ME,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020901017.html
Senior Full Stack Engineer,SAQAYA,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020901024.html
Senior Software Engineer,Talent-360.me,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020900812.html
Senior Odoo Developer,Arma-HSA,"Egypt                                    , Cairo",Experienced,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020900774.html
AWS Cloud Engineer,hamsa,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020901041.html
Senior Site Reliability Engineer,Beyond-ED,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020901152.html
Content Development Intern,iSchool,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020901652.html
Senior AI Engineer,Fixed Solutions,"Egypt                                    , Cairo",Experienced,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020901747.html
Data Operation & Support,Innotech Diamond,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020900112.html
Data Engineer,ComplyMarket,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020900097.html
Senior Process Improvement Lead,Virtual Worker Now,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020900107.html
Cyber Security Manager,Orange - Other locations,"Egypt                                    , Cairo",Business Supplies and Equipment,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020899020.html
Full Stack Developer,Ghobash Group,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020899022.html
Software Engineer,Microsoft,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020899014.html
"Information Security Analyst, Fintech",Optasia,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020899011.html
Senior Full Stack TypeScript Engineer,"Nile Bits, LLC.","Egypt                                    , Cairo",Business Supplies and Equipment,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020900265.html
Senior Odoo Developer,Brimore,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020899118.html
Software Senior DevOps Technical Lead (VOIS),Vodafone - Egypt,"Egypt                                    , Cairo",Business Supplies and Equipment,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020898452.html
Senior Software Engineer,Siemens,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020898453.html
Odoo Developer,Anecdote agency,"Egypt                                    , Cairo",Experienced,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020898724.html
Senior Data Analyst,IDC,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020897214.html
Test Automation Lead,Luxoft,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020897314.html
Senior AI Engineer,Quality Standards for Information Technology - QSIT,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020897645.html
Manager Site Reliability Engineer,Sana Commerce,"Egypt                                    , Alexandria",N/A,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020898463.html
Senior Service Provider Network Engineer,CONNECT Professional Services,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020896493.html
Senior Data Analyst,Vodafone - Egypt,"Egypt                                    , Cairo",Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020895751.html
Release Manager,Mondia Group,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020895943.html
"Forward Deployed AI Scientist, Egypt - BCG X",BCGDV,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020896283.html
Quality Assurance Specialist,Lesaffre,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020896307.html
QC Automation Engineer,Sarmad,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020896352.html
Electrical Engineering Pod Lead - 72132,Turing,"Egypt                                    , Cairo",Contract,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020896379.html
Senior Software Engineer,Premier Services and Recruitment,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020896370.html
Electrical Engineering Pod Lead (Simulation & AI Systems),Gramian Consulting,"Egypt                                    , Cairo",Contract,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020896392.html
Senior AI Engineer,CME,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020896306.html
Engineering Design Specialist - 72123,Turing,"Egypt                                    , Cairo",Contract,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020896382.html
QA Intern – Manual and Automation Testing,Unicorn Lab,"Egypt                                    , Cairo",Internship,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020896470.html
Principal AI Engineer,Finaira,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020895929.html
VoIP Engineer,Nawy Real Estate,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020895936.html
BO Access Engineer,Ericsson,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020895673.html
Engineering Design Specialist (Simulation-Based Systems),Gramian Consulting,"Egypt                                    , Cairo",Contract,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020896389.html
QA Automation Engineer,Valleysoft,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020895941.html
"Forward Deployed AI Scientist, Egypt",BCGDV,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020894942.html
Senior Performance Test Engineer,geidea,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020894642.html
Remote LLM Agentic Trainer - Programmer,Turing,"Egypt                                    , Cairo",Contract,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020894695.html
Software engineer,Orange - Other locations,"Egypt                                    , Cairo",Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020894224.html
Network Engineer,TECHNOSAT,"Egypt                                    , Cairo",4 to 7 years,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020895392.html
Performance Testing Engineer ll,geidea,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020894643.html
Staff Data Scientist,b_labs,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020894376.html
Principal AI Engineer,Finaira,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020894706.html
Senior DevOps Engineer,Orange - Other locations,"Egypt                                    , Cairo",Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020894078.html
Mid-level DevOps Engineer,Company111,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020894876.html
Remote ML Engineer - 60735,Turing,"Egypt                                    , Cairo",Contract,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020894696.html
OpenClaw Trajectory Specialist - 65130,Turing,"Egypt                                    , Cairo",Contract,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020894694.html
University of Hertfordshire Career Fair - March 2026,Banque Misr Transformation office,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020894302.html
Staff Software Engineer - Backend,"Procore Technologies, Inc","Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020894482.html
Technical Instructor & Content Creator (Record Full Professional Course + Freelancing Module) - 3,AMIT Learning,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020893168.html
???? Senior Engineers & Sales - Industrial AI Platform,Neodustria,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020892954.html
DevOps Engineer,Jadeer,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020892777.html
DevOps Engineer 1,Noon,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020892935.html
WFM Analyst - Operational Research Specialist,Tp,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020892943.html
Program Specialist,Horus Development,"Egypt                                    , Cairo",5 to 10 years,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020892292.html
Back End Developer,Tijarahub,"Egypt                                    , Cairo",Contract,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020892021.html
Artificial Intelligence Engineer,Stint,"Egypt                                    , Al Jizah",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020891984.html
Senior Data Engineer - Location: Alexandria,Sana Commerce,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020891818.html
Technical Analyst | Remote,Crossing Hurdles,"Egypt                                    , Cairo",Contract,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020891899.html
Data Analysis Instructor (Online Sessions),Smart Investment Solution - SIS,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020892083.html
Senior AI Engineer,Flairs Tech,"Egypt                                    , Alexandria",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020891470.html
Sr. Business Analyst - Automation & AI Enablement,NOK Human Capital,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020891187.html
Data Analyst,IDC,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020890145.html
Python Automation Engineer (Internship Program),Luxoft,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020890508.html
Associate Data Scientist,Albostany for real estate,"Egypt                                    , Cairo",Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020890728.html
Packet Core Solution Architect (VOIS),Vodafone - Egypt,"Egypt                                    , Cairo",Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020890278.html
Collection Analyst,Tabby,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020890767.html
Application Support Engineer,Siemens,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020890350.html
Data Scientist,Al Ahly Momkn​,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020890761.html
"IL6S Engineer, BTOR",Mondelez International,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020890431.html
Software Engineer,AI Jobs,"Egypt                                    , Cairo",Part Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020889413.html
Technical Instructor & Content Creator (Record Full Professional Course + Freelancing Module),AMIT Learning,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020889308.html
Commercial Analyst,dubizzle Egypt,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020889301.html
Senior Backend Developer (Python),WasteHero,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020889506.html
ERP Specialist Odoo,SolimacAI,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020889444.html
Financial Analyst (Machine Learning Project),Rashideen Egypt for Trade Company,"Egypt                                    , Cairo",Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020887818.html
Business analyst,SSC HR Solutions,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020887663.html
Backend Engineer for AI Agentic Systems,Luxoft,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020886335.html
"Senior Analyst (Supply Analytics, Bangkok-based, Relocation provided)",Agoda,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020886479.html
Senior DevOps Engineer,TheGeeX.org,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020886532.html
"Deloitte Innovation Hub | Manufacturing Business Analyst, Cairo, Egypt",Deloitte,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020886358.html
Senior Data Scientist – GenAI,"NorthBay, LLC","Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020884762.html
"AI Engineer, LIGHT",Valeo,Egypt,Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020884413.html
Ethernet Bootloader Engineer,Luxoft,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020884383.html
Cloud DevOps Engineer,Millennium Management LLC,"Egypt                                    , Alexandria",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020884654.html
Senior MLOps Engineer – AWS,"NorthBay, LLC","Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020884885.html
Full Stack Developer,Riyada,"Egypt                                    , Cairo",3 to 7 years,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020884966.html
BO OSS Engineer,Ericsson,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020884103.html
Data Engineer - Data Integration Intern,IBM WTC Egypt,"Egypt                                    , Cairo",Information Technology,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020884182.html
Lead MLOps Architect – AWS,"NorthBay, LLC","Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020884768.html
Lead Data Scientist – GenAI,"NorthBay, LLC","Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020884739.html
Autonomous Vehicle Simulation Engineer,AGEO Autonomy,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020884325.html
AI ML Engineer,Flatgigs,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020883052.html
Network & Security Engineer,Universities of Canada in Egypt,"Egypt                                    , Cairo",1 to 3 years,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020883307.html
Renewable Energy Consultant - Nexus Analytica,Qureos,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020883334.html
AI Prompt Engineer,On-Hire,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020882985.html
DevOps Specialist,Gulf Data International,"Egypt                                    , Cairo",6 to 10 years,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020883811.html
Senior Data Scientist (ML/AI and GenAI),Sana Commerce,"Egypt                                    , Alexandria",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020883177.html
Senior Data Processing Executive,Nielsen Consumer LLC,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020883207.html
Senior Software Test  Engineer,Systems Limited - Egypt,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020883623.html
Full Stack Engineer,HR Egypt Network - HREN,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020883687.html
Financial Consultant - Nexus Analytica,Qureos,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020883255.html
Senior DevOps Engineer,Advansys,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020881831.html
Senior Data Scientist,Sia AI,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020881859.html
Remote LLM Agentic Trainer - Programmer,Turing,"Egypt                                    , Cairo",Contract,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020881920.html
Senior Data Insights & BI,mylo,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020881857.html
Senior Data Scientist (ML/AI and GenAI),Sana Commerce,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020882025.html
"OCI Cloud Reliability, Automation & Governance Engineer -Riyadh,KSA",DeepSource Technologies,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020881433.html
Senior AI Engineer (LLM Systems & RAG),Seha Care,"Egypt                                    , Cairo",3 to 7 years,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020882531.html
Automation & BI Engineer,N/A,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020882183.html
Senior AI Engineer,FlairsTech,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020881834.html
Senior Data Insights & BI,mylo,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020881492.html
Senior DevOps Engineer,Advansys,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020881441.html
"Cyber Security Engineer, Fintech",Optasia,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020881753.html
Tax Supervisor,Redcon Properties,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020881788.html
"Cyber Security Engineer, Fintech",Optasia,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020881449.html
Network & Cybersecurity Engineer,FMCG - Jobs,"Egypt                                    , Al Jizah",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020882029.html
Odoo Developer (Mid-Level),ecoSAS International,"Egypt                                    , Giza",3 to 7 years,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020882404.html
Senior Software Test Engineer,Systems Limited - Egypt,"Egypt                                    , Al Jizah",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020880483.html
AI Instructor (Part-Time / Project-Based),Tech Mastery,"Egypt                                    , Asyut",Contract,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020880366.html
Senior AI Engineer,700apps,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020880425.html
Application Security Engineer,ComplyMarket,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020878625.html
Senior Consultant AI Architect ( Onsite ),MENA Alliances,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020879054.html
Software Solutions Architect,3i-vision,"Egypt                                    , Al Jizah",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020878748.html
Data Engineering Tech Lead ( Onsite ),MENA Alliances,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020879459.html
Software Solutions Architect ( .Net ),3i-vision,"Egypt                                    , Al Jizah",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020878737.html
Software Development Engineer II Egypt,MENA Alliances,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020879593.html
AI Engineer (LLM & AI Applications),Exab,"Egypt                                    , Cairo",3 to 7 years,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020877890.html
Financial Modeling Analyst,Flairs Tech,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020878221.html
Software Engineer II,Microsoft,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020877933.html
AI/BI Developer,"Procore Technologies, Inc","Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020877410.html
Data & BI Developer,b_labs,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020877192.html
Customer Asset & Data Manager,Orange - Other locations,"Egypt                                    , Cairo",Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020876952.html
Senior Data Engineer,Sana Commerce,"Egypt                                    , Alexandria",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020877273.html
Senior Data Scientist,Watan First Digital - Egypt,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020875780.html
Lead Storage Engineer,Integrant,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020874890.html
Software Application Support and Implementation Engineer (m/f/d),Giesecke+Devrient,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020875728.html
Data Engineer,GSS HR Solutions Private Limted,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020875740.html
Software Engineer,Alex form,"Egypt                                    , Alexandria",2 to 4 years,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020874118.html
Senior Python Back-End Developer (AI),Revealsite,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020873818.html
Senior Odoo Developer,CoreBPO,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020873792.html
Senior Computational Designer,DAR,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020873853.html
Senior Data Engineer Lead,EVA pharma,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020873864.html
Senior Testing Engineer (Appium) (VOIS),Vodafone - Egypt,"Egypt                                    , Cairo",Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020873155.html
Monetization & Charging Lead (VOIS),Vodafone - Egypt,"Egypt                                    , Cairo",Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020873120.html
Senior Test Engineer (VOIS),Vodafone - Egypt,"Egypt                                    , Cairo",Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020873133.html
Coding Instructor Project Based (DC),iSchool,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020872015.html
Back End Developer,Magnet,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020872445.html
ERPNext Developer,Highsolve,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020871868.html
Junior Application Security,e-finance,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020872276.html
Coding Instructor Project Based (DM),iSchool,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020871882.html
Testing Automation Engineer (VOIS),Vodafone - Egypt,"Egypt                                    , Cairo",Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020871566.html
Project Delivery Manager - SMART Building,DAR,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020870974.html
Financial Operations Analyst,e& CX Solutions Egypt,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020870984.html
Senior DevOps Engineer(VOIS),Vodafone - Egypt,"Egypt                                    , Cairo",Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020870314.html
Technical Lead,Ejadah Management Consultancy,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020870975.html
Data Engineer - Data Integration Intern,IBM WTC Egypt,"Egypt                                    , Cairo",Information Technology,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020870391.html
